# ell   Cl_EE[μK^2]   Cl_BB[μK^2]
3.580000000000000000e+02 1.257215989230406361e-04 4.493911554158833670e-10
3.590000000000000000e+02 1.258879416699754854e-04 4.456510540051551008e-10
3.600000000000000000e+02 1.260326836725466509e-04 4.420563836718875943e-10
3.610000000000000000e+02 1.261557143058931085e-04 4.386009818478345697e-10
3.620000000000000000e+02 1.262569229451539698e-04 4.352786859647502143e-10
3.630000000000000000e+02 1.263361989654682919e-04 4.320833334543885090e-10
3.640000000000000000e+02 1.263934317419751323e-04 4.290087617485033826e-10
3.650000000000000000e+02 1.264285106498135480e-04 4.260488082788491260e-10
3.660000000000000000e+02 1.264413250641225424e-04 4.231973104771794615e-10
3.670000000000000000e+02 1.264317643600412809e-04 4.204481057752486282e-10
3.680000000000000000e+02 1.263997179127086855e-04 4.177950316048103999e-10
3.690000000000000000e+02 1.263450750972638947e-04 4.152319253976189641e-10
3.700000000000000000e+02 1.262677252888459386e-04 4.127526245854283016e-10
3.710000000000000000e+02 1.261676164722256709e-04 4.103514604377245669e-10
3.720000000000000000e+02 1.260449310707011301e-04 4.080247395749228171e-10
3.730000000000000000e+02 1.258999101172020968e-04 4.057692624551700766e-10
3.740000000000000000e+02 1.257327946446584602e-04 4.035818295366134729e-10
3.750000000000000000e+02 1.255438256860000280e-04 4.014592412774000820e-10
3.760000000000000000e+02 1.253332442741565266e-04 3.993982981356770834e-10
3.770000000000000000e+02 1.251012914420578993e-04 3.973958005695915012e-10
3.780000000000000000e+02 1.248482082226338996e-04 3.954485490372906699e-10
3.790000000000000000e+02 1.245742356488143895e-04 3.935533439969213553e-10
3.800000000000000000e+02 1.242796147535290955e-04 3.917069859066307885e-10
3.810000000000000000e+02 1.239645865697079608e-04 3.899062752245662005e-10
3.820000000000000000e+02 1.236293921302807389e-04 3.881480124088746155e-10
